"Sample_Name","Sample_ID","INC","SpC","pH","Temp","Respiration_Rate_mg_DO_per_L_per_H","Respiration_Rate_mg_DO_per_kg_per_H","Fe_mg_per_kg","Fe_mg_per_L","Initial_Water_Mass_g","Final_Water_Mass_g","Dry_Sediment_Mass_g","Incubation_Water_Mass_g","ATP_nanomol_per_L","ATP_picomol_per_g","Percent_Fine_Sand","Percent_Med_Sand","Percent_Coarse_Sand","Percent_Tot_Sand","Percent_Clay","Percent_Silt","mean_ssa","Initial_Gravimetric_Water","Final_Gravimetric_Water","Lost_Gravimetric_Water"
"EC_081_INC-W2","EC_081","INC-W2",86.29,6.55,19.8,-188.625,-667.793,"0.734","0.207",8.05,8.05,14.88,52.68,26.93,111.13,27.4,61.2,1.7,90.3,1.1,8.6,5.2445,0.540994623655914,0.540994623655914,0
"EC_081_INC-W3","EC_081","INC-W3",83.54,6.58,19.8,-197.578,-692.649,"0.684","0.195",8.07,8.08,14.91,52.27,16.41,102.13,27.4,61.2,1.7,90.3,1.1,8.6,5.2445,0.541247484909457,0.541918175720993,-0.000670690811535923
"EC_081_INC-W4","EC_081","INC-W4",79.16,6.51,19.5,-158.552,-535.683,"0.608","0.18",8.07,8.07,14.95,50.51,35.82,136.54,27.4,61.2,1.7,90.3,1.1,8.6,5.2445,0.539799331103679,0.539799331103679,0
"EC_081_INC-W5","EC_081","INC-W5",80.65,6.53,19.8,-168.114,-568.923,"0.599","0.177",8.06,8.06,14.89,50.39,28.26,97.34,27.4,61.2,1.7,90.3,1.1,8.6,5.2445,0.541302887844191,0.541302887844191,0
"EC_082_INC-D1","EC_082","INC-D1",114.4,6.76,19.6,-0.82,-2.712,"0.33","0.1",4.81,2.76,15.12,50,29.25,104.58,51.7,34.9,7,93.6,2,4.4,7.0035,0.318121693121693,0.182539682539683,0.135582010582011
"EC_082_INC-D2","EC_082","INC-D2",116.1,6.6,19.8,-0.86,-2.901,"0.386","0.114",4.82,2.84,15.17,51.18,24.76,96.04,51.7,34.9,7,93.6,2,4.4,7.0035,0.317732366512854,0.187211601845748,0.130520764667106
"EC_082_INC-D3","EC_082","INC-D3",115.1,6.62,19.8,-1.528,-5.214,"0.384","0.113",4.82,3.16,15.17,51.76,52.34,157.31,51.7,34.9,7,93.6,2,4.4,7.0035,0.317732366512854,0.208305866842452,0.109426499670402
"EC_082_INC-D4","EC_082","INC-D4",118.2,6.83,19.8,-0.728,-2.371,"0.339","0.104",4.84,3.21,15.21,49.53,29.06,93.53,51.7,34.9,7,93.6,2,4.4,7.0035,0.318211702827087,0.211045364891519,0.107166337935569
"EC_082_INC-D5","EC_082","INC-D5",121.2,6.69,19.5,-0.745,-2.54,"0.355","0.104",4.81,3.14,15.13,51.59,39.18,112.69,51.7,34.9,7,93.6,2,4.4,7.0035,0.317911434236616,0.207534699272968,0.110376734963648
"EC_082_INC-W1","EC_082","INC-W1",128.6,7.34,19.6,-215.999,-735.818,"0.377","0.111",7.78,7.78,15.2,51.78,19.27,60.15,51.7,34.9,7,93.6,2,4.4,7.0035,0.511842105263158,0.511842105263158,0
"EC_082_INC-W2","EC_082","INC-W2",123.1,6.83,19.8,-173.605,-595.922,"0.479","0.14",7.76,7.76,15.14,51.97,21.09,74.62,51.7,34.9,7,93.6,2,4.4,7.0035,0.512549537648613,0.512549537648613,0
"EC_082_INC-W3","EC_082","INC-W3",124.8,6.67,19.7,-181.327,-609.593,"0.452","0.135",7.78,7.78,15.2,51.1,18.59,60.8,51.7,34.9,7,93.6,2,4.4,7.0035,0.511842105263158,0.511842105263158,0
"EC_082_INC-W4","EC_082","INC-W4",127.1,6.57,19.6,-152.657,-508.021,"0.395","0.119",7.8,7.8,15.22,50.65,20.04,70.06,51.7,34.9,7,93.6,2,4.4,7.0035,0.512483574244415,0.512483574244415,0
"EC_082_INC-W5","EC_082","INC-W5",133.3,6.53,19.7,-197.419,-676.586,"0.347","0.101",7.77,7.77,15.17,51.99,23.21,80.82,51.7,34.9,7,93.6,2,4.4,7.0035,0.51219512195122,0.51219512195122,0
"EC_084_INC-D1","EC_084","INC-D1",178.5,6.75,21.5,-31.983,-115.893,"0.491","0.136",5.78,3.28,14.16,51.31,6.04,18.94,1.9,1.2,93.6,96.7,1.4,1.9,4.29733333333333,0.40819209039548,0.231638418079096,0.176553672316384
"EC_084_INC-D2","EC_084","INC-D2",171.1,6.7,21.2,-7.256,-26.172,"0.572","0.159",5.81,3.44,14.22,51.29,6.05,19.35,1.9,1.2,93.6,96.7,1.4,1.9,4.29733333333333,0.408579465541491,0.241912798874824,0.166666666666667
"EC_084_INC-D3","EC_084","INC-D3",171.6,6.79,21,-116.876,-422.153,"0.411","0.114",5.8,3.45,14.2,51.29,9.55,30.59,1.9,1.2,93.6,96.7,1.4,1.9,4.29733333333333,0.408450704225352,0.242957746478873,0.165492957746479
"EC_084_INC-D4","EC_084","INC-D4",165.1,6.72,21.3,-1.153,-4.168,"0.363","0.1",5.8,3.11,14.19,51.3,9.99,31.78,1.9,1.2,93.6,96.7,1.4,1.9,4.29733333333333,0.408738548273432,0.219168428470754,0.189570119802678
"EC_084_INC-D5","EC_084","INC-D5",167.1,6.79,21.1,-6.579,-23.84,"0.379","0.105",5.78,3.32,14.16,51.31,10.9,30.38,1.9,1.2,93.6,96.7,1.4,1.9,4.29733333333333,0.40819209039548,0.234463276836158,0.173728813559322
"EC_084_INC-W1","EC_084","INC-W1",229.8,7.2,20.8,-160.484,-582.052,"1.356","0.374",7.79,8.49,14.15,51.32,12.33,47.03,1.9,1.2,93.6,96.7,1.4,1.9,4.29733333333333,0.550530035335689,0.6,-0.049469964664311
"EC_084_INC-W2","EC_084","INC-W2",197.3,6.97,21.2,-159.882,-578.417,"0.448","0.124",7.82,8.63,14.18,51.3,3.2,9.74,1.9,1.2,93.6,96.7,1.4,1.9,4.29733333333333,0.55148095909732,0.608603667136812,-0.0571227080394923
"EC_084_INC-W3","EC_084","INC-W3",192.4,6.89,21.3,-183.289,-664.763,"0.327","0.09",7.77,9.06,14.15,51.32,4.1,14.46,1.9,1.2,93.6,96.7,1.4,1.9,4.29733333333333,0.549116607773852,0.640282685512368,-0.091166077738516
"EC_084_INC-W4","EC_084","INC-W4",198.5,6.88,21.3,-172.674,-627.15,"0.384","0.106",7.76,8.75,14.13,51.32,4.8,16.21,1.9,1.2,93.6,96.7,1.4,1.9,4.29733333333333,0.549186128803963,0.619249823071479,-0.070063694267516
"EC_084_INC-W5","EC_084","INC-W5",189.2,6.74,21.5,-138.873,-493.524,"0.405","0.114",7.67,8.12,14.41,51.21,6.54,20.69,1.9,1.2,93.6,96.7,1.4,1.9,4.29733333333333,0.532269257460097,0.563497571131159,-0.0312283136710617
"EC_085_INC-D1","EC_085","INC-D1",146.3,6.76,21.2,-0.945,-3.242,"0.948","0.276",5.05,1.51,14.89,51.08,30.21,116.77,34.6,39,3.4,77,3.1,19.9,6.01133333333333,0.339153794492948,0.101410342511753,0.237743451981195
"EC_085_INC-D2","EC_085","INC-D2",140,6.78,21.4,-0.584,-1.999,"0.921","0.269",5.06,2.19,14.92,51.07,34.61,246.91,34.6,39,3.4,77,3.1,19.9,6.01133333333333,0.339142091152815,0.146782841823056,0.192359249329759
"EC_085_INC-D3","EC_085","INC-D3",141.6,6.69,21.4,-0.471,-1.613,"0.903","0.264",5.06,2.16,14.91,51.07,31.96,124.39,34.6,39,3.4,77,3.1,19.9,6.01133333333333,0.339369550637156,0.144869215291751,0.194500335345406
"EC_085_INC-D4","EC_085","INC-D4",146.5,6.73,21.2,-0.498,-1.701,"0.967","0.283",5.08,1.93,14.95,51.05,30.2,102.06,34.6,39,3.4,77,3.1,19.9,6.01133333333333,0.339799331103679,0.129096989966555,0.210702341137124
"EC_085_INC-D5","EC_085","INC-D5",146.1,6.68,21,-0.556,-1.896,"0.933","0.274",5.08,1.9,14.97,51.05,33.74,197.95,34.6,39,3.4,77,3.1,19.9,6.01133333333333,0.33934535738143,0.126920507682031,0.212424849699399
"EC_085_INC-W1","EC_085","INC-W1",152.4,7.09,21,-190.61,-650.879,"2.983","0.874",8.12,8.12,14.95,51.05,19.73,68.54,34.6,39,3.4,77,3.1,19.9,6.01133333333333,0.54314381270903,0.54314381270903,0
"EC_085_INC-W2","EC_085","INC-W2",147.3,6.99,21.1,-165.006,-567.305,"3.316","0.964",8.09,8.09,14.86,51.09,13.54,61.33,34.6,39,3.4,77,3.1,19.9,6.01133333333333,0.544414535666218,0.544414535666218,0
"EC_085_INC-W3","EC_085","INC-W3",152.1,6.9,21.3,-192.034,-654.3,"3.316","0.973",8.02,8.02,14.98,51.04,9.26,43.85,34.6,39,3.4,77,3.1,19.9,6.01133333333333,0.535380507343124,0.535380507343124,0
"EC_085_INC-W4","EC_085","INC-W4",157.9,6.94,20.8,-172.448,-590.672,"3.542","1.034",8.06,8.06,14.91,51.07,10,54.41,34.6,39,3.4,77,3.1,19.9,6.01133333333333,0.540576794097921,0.540576794097921,0
"EC_085_INC-W5","EC_085","INC-W5",153.1,7.05,20.9,-144.757,-494.732,"3.599","1.053",8.05,8.05,14.94,51.06,15.61,70.06,34.6,39,3.4,77,3.1,19.9,6.01133333333333,0.538821954484605,0.538821954484605,0
"EC_088_INC-D1","EC_088","INC-D1",93.3,6.29,20.4,-1.318,-4.958,"0.45","0.12",6.26,1.33,13.73,51.65,55.8,355.25,28,21.5,18.5,68,3.3,28.7,27.682,0.455935906773489,0.0968681718863802,0.359067734887108
"EC_088_INC-D2","EC_088","INC-D2",79.42,5.75,20.8,-5.321,-20.017,"0.647","0.172",6.25,3.01,13.73,51.65,62.71,280.03,28,21.5,18.5,68,3.3,28.7,27.682,0.455207574654042,0.219227967953387,0.235979606700655
"EC_088_INC-D3","EC_088","INC-D3",83.53,5.79,20.6,-172.921,-649.428,"1.279","0.341",6.26,3.52,13.75,51.64,50.17,335.09,28,21.5,18.5,68,3.3,28.7,27.682,0.455272727272727,0.256,0.199272727272727
"EC_088_INC-D4","EC_088","INC-D4",82.05,5.7,20.7,-5.339,-20.066,"0.502","0.134",6.26,2.26,13.74,51.64,86.18,273.28,28,21.5,18.5,68,3.3,28.7,27.682,0.455604075691412,0.16448326055313,0.291120815138282
"EC_088_INC-D5","EC_088","INC-D5",79.31,5.67,20.8,-1.836,-6.907,"0.518","0.138",6.25,2.75,13.73,51.65,81.02,266.48,28,21.5,18.5,68,3.3,28.7,27.682,0.455207574654042,0.200291332847779,0.254916241806264
"EC_088_INC-W1","EC_088","INC-W1",117.1,7.18,20.1,-211.87,-800.243,"2.171","0.575",9.26,9.27,13.68,51.67,41.79,138.62,28,21.5,18.5,68,3.3,28.7,27.682,0.676900584795322,0.677631578947368,-0.000730994152046693
"EC_088_INC-W2","EC_088","INC-W2",101.8,6.01,20.4,-230.532,-865.794,"1.863","0.496",9.31,9.33,13.75,51.64,34.24,272.52,28,21.5,18.5,68,3.3,28.7,27.682,0.677090909090909,0.678545454545455,-0.00145454545454549
"EC_088_INC-W3","EC_088","INC-W3",105.3,6.02,20.7,-246.161,-927.548,"1.698","0.451",9.27,9.27,13.71,51.66,25.89,145.48,28,21.5,18.5,68,3.3,28.7,27.682,0.676148796498906,0.676148796498906,0
"EC_088_INC-W4","EC_088","INC-W4",100.2,5.83,20.6,-243.005,-909.639,"1.786","0.477",9.29,9.3,13.79,51.62,37.19,161.91,28,21.5,18.5,68,3.3,28.7,27.682,0.673676577229877,0.674401740391588,-0.000725163161711451
"EC_088_INC-W5","EC_088","INC-W5",101.6,5.75,20.6,-218.399,-822.18,"1.763","0.468",9.28,9.28,13.72,51.65,27,135.42,28,21.5,18.5,68,3.3,28.7,27.682,0.676384839650146,0.676384839650146,0
"EC_089_INC-D1","EC_089","INC-D1",84.3,5.76,19.7,-0.571,-1.868,"0.426","0.13",4.51,2.94,15.5,50.7,15.28,49.17,23.6,20.9,46.4,90.9,4.1,5,8.932,0.290967741935484,0.189677419354839,0.101290322580645
"EC_089_INC-D2","EC_089","INC-D2",83.02,5.99,19.6,-0.674,-2.172,"0.386","0.12",4.51,3.14,15.5,49.96,23.43,95.66,23.6,20.9,46.4,90.9,4.1,5,8.932,0.290967741935484,0.20258064516129,0.0883870967741935
"EC_089_INC-D3","EC_089","INC-D3",83.66,6.07,19.6,-0.695,-2.242,"0.416","0.129",4.51,2.87,15.48,49.93,10.09,30.54,23.6,20.9,46.4,90.9,4.1,5,8.932,0.291343669250646,0.185400516795866,0.10594315245478
"EC_089_INC-D4","EC_089","INC-D4",84.01,5.81,19.5,-0.427,-1.386,"0.561","0.173",4.5,2.96,15.44,50.13,37.93,139.17,23.6,20.9,46.4,90.9,4.1,5,8.932,0.291450777202073,0.191709844559586,0.0997409326424871
"EC_089_INC-D5","EC_089","INC-D5",86.51,5.86,19.6,-1.986,-6.527,"0.631","0.192",4.49,3.04,15.44,50.74,8.82,33.27,23.6,20.9,46.4,90.9,4.1,5,8.932,0.29080310880829,0.196891191709845,0.0939119170984456
"EC_089_INC-W1","EC_089","INC-W1",99.34,6.21,19.4,-2.152,-7.095,"0.653","0.198",7.55,7.55,15.48,51.04,23.08,69.37,23.6,20.9,46.4,90.9,4.1,5,8.932,0.487726098191214,0.487726098191214,0
"EC_089_INC-W2","EC_089","INC-W2",97.7,5.84,19.5,-3.23,-10.66,"0.58","0.176",7.47,7.47,15.45,50.99,29.95,90.86,23.6,20.9,46.4,90.9,4.1,5,8.932,0.483495145631068,0.483495145631068,0
"EC_089_INC-W3","EC_089","INC-W3",99.05,5.92,19.6,-1.548,-5.146,"0.535","0.161",7.52,7.52,15.5,51.53,31.93,121.67,23.6,20.9,46.4,90.9,4.1,5,8.932,0.485161290322581,0.485161290322581,0
"EC_089_INC-W4","EC_089","INC-W4",98.69,5.87,19.6,-1.963,-6.442,"0.475","0.145",7.48,7.48,15.52,50.93,15.46,44.88,23.6,20.9,46.4,90.9,4.1,5,8.932,0.481958762886598,0.481958762886598,0
"EC_089_INC-W5","EC_089","INC-W5",99.14,5.77,19.3,-2.352,-7.69,"0.687","0.21",7.53,7.53,15.51,50.71,24.87,76.23,23.6,20.9,46.4,90.9,4.1,5,8.932,0.485493230174081,0.485493230174081,0
"EC_090_INC-D1","EC_090","INC-D1",36.79,5.24,20.5,-0.303,-0.901,"0.748","0.252",3.05,1.23,16.94,50.38,17.54,50.27,21,23.9,31.7,76.6,4.9,18.5,7.345,0.180047225501771,0.0726092089728453,0.107438016528926
"EC_090_INC-D2","EC_090","INC-D2",36.56,5.33,20.5,-0.238,-0.7,"0.705","0.24",3.05,1.32,16.94,49.81,27.46,82.37,21,23.9,31.7,76.6,4.9,18.5,7.345,0.180047225501771,0.0779220779220779,0.102125147579693
"EC_090_INC-D3","EC_090","INC-D3",35.73,5.39,20.4,-0.298,-0.867,"0.8","0.275",3.05,1.17,16.95,49.3,24.92,75.04,21,23.9,31.7,76.6,4.9,18.5,7.345,0.179941002949852,0.0690265486725664,0.110914454277286
"EC_090_INC-D4","EC_090","INC-D4",36.29,5.43,20.5,-0.236,-0.692,"0.693","0.236",3.05,1.38,16.92,49.58,11.85,32.19,21,23.9,31.7,76.6,4.9,18.5,7.345,0.180260047281324,0.0815602836879432,0.0986997635933806
"EC_090_INC-D5","EC_090","INC-D5",34.97,5.35,20.8,-0.178,-0.526,"0.859","0.291",3.06,1.29,16.97,50.16,24.79,68.46,21,23.9,31.7,76.6,4.9,18.5,7.345,0.180318208603418,0.0760164997053624,0.104301708898055
"EC_090_INC-W1","EC_090","INC-W1",29,6.96,20.5,-145.776,-434.578,"2.679","0.899",6.06,6.05,16.96,50.56,15.65,47.37,21,23.9,31.7,76.6,4.9,18.5,7.345,0.357311320754717,0.356721698113208,0.000589622641509413
"EC_090_INC-W2","EC_090","INC-W2",28.94,6.09,20.7,-125.139,-379.332,"SFE_Below_0.024_ppm_LOD|0.023_ppm_Raw_Not_Corrected|0.069_ppm_Final_Corrected","SFE_Below_0.024_ppm_LOD|0.023_ppm_Raw_Not_Corrected|0.023_ppm_Final_Corrected",6.06,6.04,16.94,51.35,19.73,66.71,21,23.9,31.7,76.6,4.9,18.5,7.345,0.357733175914994,0.35655253837072,0.00118063754427389
"EC_090_INC-W3","EC_090","INC-W3",26.77,5.77,20.5,-116.934,-347.077,"1.911","0.644",6.05,6.04,16.95,50.31,6.34,19.23,21,23.9,31.7,76.6,4.9,18.5,7.345,0.35693215339233,0.356342182890855,0.000589970501474912
"EC_090_INC-W4","EC_090","INC-W4",29.03,5.55,20.7,-163.662,-480.197,"2.385","0.813",6.06,6.05,16.99,49.85,4.71,11.88,21,23.9,31.7,76.6,4.9,18.5,7.345,0.356680400235433,0.356091818716892,0.000588581518540299
"EC_090_INC-W5","EC_090","INC-W5",29.74,5.45,20.4,-141.168,-419.335,"2.537","0.854",6.01,6.01,16.93,50.29,11.26,31.55,21,23.9,31.7,76.6,4.9,18.5,7.345,0.354991139988187,0.354991139988187,0
"EC_091_INC-D1","EC_091","INC-D1",168.8,7.01,19.8,-6.738,-22.456,"0.565","0.169",4.89,2.64,15.09,50.29,17.68,62.88,72.4,15,1.2,88.6,3.7,7.7,5.4435,0.324055666003976,0.174950298210736,0.149105367793241
"EC_091_INC-D2","EC_091","INC-D2",160.8,6.01,20,-5.134,-17.071,"0.849","0.255",4.91,2.74,15.13,50.31,27.75,130.4,72.4,15,1.2,88.6,3.7,7.7,5.4435,0.324520819563781,0.181097157964309,0.143423661599471
"EC_091_INC-D3","EC_091","INC-D3",165.8,6.27,20.3,-0.472,-1.582,"0.486","0.145",4.89,2.25,15.09,50.58,25.48,83.56,72.4,15,1.2,88.6,3.7,7.7,5.4435,0.324055666003976,0.149105367793241,0.174950298210736
"EC_091_INC-D4","EC_091","INC-D4",154,6.13,20,-4.398,-14.377,"0.775","0.237",4.9,2.88,15.09,49.33,8.48,21.94,72.4,15,1.2,88.6,3.7,7.7,5.4435,0.324718356527502,0.190854870775348,0.133863485752154
"EC_091_INC-D5","EC_091","INC-D5",161,6.4,20.1,-0.509,-1.723,"0.433","0.128",4.89,2.63,15.09,51.07,12.09,33.19,72.4,15,1.2,88.6,3.7,7.7,5.4435,0.324055666003976,0.17428760768721,0.149768058316766
"EC_091_INC-W1","EC_091","INC-W1",153.8,6.43,20,-175.113,-582.207,"0.957","0.288",7.89,7.89,15.15,50.37,10.64,32.87,72.4,15,1.2,88.6,3.7,7.7,5.4435,0.520792079207921,0.520792079207921,0
"EC_091_INC-W2","EC_091","INC-W2",141.9,7.12,20.1,-121.422,-398.672,"0.831","0.253",7.9,7.9,15.14,49.71,12.91,45.36,72.4,15,1.2,88.6,3.7,7.7,5.4435,0.521796565389696,0.521796565389696,0
"EC_091_INC-W3","EC_091","INC-W3",163.3,6.98,19.7,-119.381,-404.789,"0.909","0.268",7.9,7.91,15.1,51.2,23.35,73.27,72.4,15,1.2,88.6,3.7,7.7,5.4435,0.52317880794702,0.523841059602649,-0.000662251655629165
"EC_091_INC-W4","EC_091","INC-W4",159.2,6.66,20.1,-104.406,-345.078,"0.82","0.248",7.92,7.92,15.14,50.04,17.01,66.01,72.4,15,1.2,88.6,3.7,7.7,5.4435,0.523117569352708,0.523117569352708,0
"EC_091_INC-W5","EC_091","INC-W5",151.3,6.83,20.1,-144.32,-486.805,"0.825","0.245",7.88,7.88,15.09,50.9,5.67,20.67,72.4,15,1.2,88.6,3.7,7.7,5.4435,0.522200132538105,0.522200132538105,0
"EC_092_INC-D1","EC_092","INC-D1",144,6.53,20,-0.438,-1.324,"0.192","0.064",3.31,1.3,16.69,50.46,29.39,83.49,14,19.1,56.4,89.5,3,7.5,2.85366666666667,0.198322348711803,0.0778909526662672,0.120431396045536
"EC_092_INC-D2","EC_092","INC-D2",140.3,6.96,20,-0.736,-2.17,"0.123","0.042",3.31,1.4,16.69,49.21,23.61,60.85,14,19.1,56.4,89.5,3,7.5,2.85366666666667,0.198322348711803,0.0838825644098262,0.114439784301977
"EC_092_INC-D3","EC_092","INC-D3",145.3,6.64,20.1,-0.141,-0.416,"0.131","0.044",3.32,1.3,16.74,49.37,17.23,41.01,14,19.1,56.4,89.5,3,7.5,2.85366666666667,0.198327359617682,0.0776583034647551,0.120669056152927
"EC_092_INC-D4","EC_092","INC-D4",142.3,7.04,20,-0.392,-1.169,"0.203","0.068",3.3,1.49,16.67,49.7,13.83,41.35,14,19.1,56.4,89.5,3,7.5,2.85366666666667,0.197960407918416,0.0893821235752849,0.108578284343131
"EC_092_INC-D5","EC_092","INC-D5",142.2,6.99,20.1,-0.497,-1.492,"0.151","0.05",3.31,1.61,16.73,50.21,4.91,17.31,14,19.1,56.4,89.5,3,7.5,2.85366666666667,0.197848176927675,0.096234309623431,0.101613867304244
"EC_092_INC-W1","EC_092","INC-W1",169,6.33,19.8,-7.073,-20.927,"0.337","0.114",6.33,6.33,16.69,49.38,5.96,18.37,14,19.1,56.4,89.5,3,7.5,2.85366666666667,0.379269023367286,0.379269023367286,0
"EC_092_INC-W2","EC_092","INC-W2",168.2,6.11,20,-9.545,-28.932,"0.325","0.107",6.32,6.32,16.69,50.59,37.09,107.95,14,19.1,56.4,89.5,3,7.5,2.85366666666667,0.37866986219293,0.37866986219293,0
"EC_092_INC-W3","EC_092","INC-W3",170.3,6.16,20.4,-1.976,-6.038,"0.319","0.104",6.34,6.34,16.72,51.09,4.97,13.71,14,19.1,56.4,89.5,3,7.5,2.85366666666667,0.379186602870813,0.379186602870813,0
"EC_092_INC-W4","EC_092","INC-W4",166.3,6.18,20,-2.346,-7.037,"0.317","0.106",6.33,6.33,16.72,50.15,24.43,76.24,14,19.1,56.4,89.5,3,7.5,2.85366666666667,0.378588516746412,0.378588516746412,0
"EC_092_INC-W5","EC_092","INC-W5",168.2,6.35,20.1,-2.019,-6.116,"0.308","0.102",6.32,6.32,16.73,50.68,47.82,130.86,14,19.1,56.4,89.5,3,7.5,2.85366666666667,0.377764494919307,0.377764494919307,0
"EC_093_INC-D1","EC_093","INC-D1",56.27,6.38,20.7,0,0,"0.199","0.064",3.66,2,16.34,50.55,2.27,6.6,4.2,11.2,82.3,97.7,1.8,0.5,4.04066666666667,0.223990208078335,0.122399020807834,0.101591187270502
"EC_093_INC-D2","EC_093","INC-D2",57.2,6.64,20.8,0,0,"0.186","0.061",3.65,1.88,16.32,49.7,3.17,9.64,4.2,11.2,82.3,97.7,1.8,0.5,4.04066666666667,0.223651960784314,0.115196078431373,0.108455882352941
"EC_093_INC-D3","EC_093","INC-D3",56.58,6.6,20.6,-0.468,-1.432,"0.19","0.062",3.66,2.03,16.33,49.97,2.3,6.4,4.2,11.2,82.3,97.7,1.8,0.5,4.04066666666667,0.224127372933252,0.124311083894672,0.0998162890385793
"EC_093_INC-D4","EC_093","INC-D4",55.18,6.75,20.3,0,0,"0.219","0.072",3.66,1.93,16.33,49.7,3.5,9.26,4.2,11.2,82.3,97.7,1.8,0.5,4.04066666666667,0.224127372933252,0.118187385180649,0.105939987752603
"EC_093_INC-D5","EC_093","INC-D5",53.71,6.52,20.5,0,0,"0.214","0.071",3.66,1.88,16.35,49.23,2.97,9.07,4.2,11.2,82.3,97.7,1.8,0.5,4.04066666666667,0.223853211009174,0.114984709480122,0.108868501529052
"EC_093_INC-W1","EC_093","INC-W1",74.15,7.34,20.2,-0.554,-1.695,"0.216","0.071",6.69,6.59,16.34,49.98,3.58,10.22,4.2,11.2,82.3,97.7,1.8,0.5,4.04066666666667,0.409424724602203,0.403304773561811,0.0061199510403917
"EC_093_INC-W2","EC_093","INC-W2",69.1,6.67,20.3,-0.473,-1.467,"0.202","0.065",6.67,6.66,16.34,50.69,2.67,7.47,4.2,11.2,82.3,97.7,1.8,0.5,4.04066666666667,0.408200734394125,0.407588739290086,0.000611995104039142
"EC_093_INC-W3","EC_093","INC-W3",70.03,6.52,20.2,-0.545,-1.691,"0.215","0.069",6.7,6.7,16.36,50.76,2.89,7.93,4.2,11.2,82.3,97.7,1.8,0.5,4.04066666666667,0.409535452322738,0.409535452322738,0
"EC_093_INC-W4","EC_093","INC-W4",71.93,6.3,20.5,-0.52,-1.617,"0.179","0.058",6.69,6.99,16.36,50.88,4.27,11.4,4.2,11.2,82.3,97.7,1.8,0.5,4.04066666666667,0.408924205378973,0.427261613691932,-0.0183374083129584
"EC_093_INC-W5","EC_093","INC-W5",68.51,6.31,20.3,-0.454,-1.397,"0.201","0.065",6.68,6.67,16.35,50.32,4.41,11.61,4.2,11.2,82.3,97.7,1.8,0.5,4.04066666666667,0.408562691131498,0.407951070336391,0.000611620795107015
"EC_094_INC-D1","EC_094","INC-D1",243.3,6.45,20.1,-0.919,-2.984,"1.151","0.355",4.45,2.58,15.58,50.58,51.71,169.59,23.6,18.9,48.6,91.1,4.1,4.8,5.065,0.285622593068036,0.165596919127086,0.12002567394095
"EC_094_INC-D2","EC_094","INC-D2",235.1,6.6,20.8,-0.928,-3.016,"1.219","0.375",4.45,2.61,15.55,50.54,48.08,205.82,23.6,18.9,48.6,91.1,4.1,4.8,5.065,0.286173633440514,0.167845659163987,0.118327974276527
"EC_094_INC-D3","EC_094","INC-D3",240.3,6.6,20.4,-0.756,-2.437,"1.285","0.399",4.45,1.86,15.57,50.19,39.38,121.28,23.6,18.9,48.6,91.1,4.1,4.8,5.065,0.285806037251124,0.119460500963391,0.166345536287733
"EC_094_INC-D4","EC_094","INC-D4",238.1,6.53,20.3,-3.787,-12.418,"1.634","0.498",4.45,2.53,15.55,50.99,25.51,72.84,23.6,18.9,48.6,91.1,4.1,4.8,5.065,0.286173633440514,0.162700964630225,0.123472668810289
"EC_094_INC-D5","EC_094","INC-D5",233.2,6.91,20.4,-0.802,-2.616,"1.381","0.423",4.45,2.78,15.57,50.78,60.31,185.18,23.6,18.9,48.6,91.1,4.1,4.8,5.065,0.285806037251124,0.178548490687219,0.107257546563905
"EC_094_INC-W1","EC_094","INC-W1",238.8,7,20.2,-124.638,-408.758,"1.465","0.447",7.46,7.46,15.56,51.03,32.88,87.16,23.6,18.9,48.6,91.1,4.1,4.8,5.065,0.479434447300771,0.479434447300771,0
"EC_094_INC-W2","EC_094","INC-W2",244.9,6.47,20.2,-154.795,-498.066,"1.391","0.432",7.47,7.47,15.58,50.13,36.76,139.29,23.6,18.9,48.6,91.1,4.1,4.8,5.065,0.479460847240051,0.479460847240051,0
"EC_094_INC-W3","EC_094","INC-W3",239.9,6.45,20.4,-109.705,-361.991,"1.37","0.415",7.47,7.46,15.55,51.31,29.38,105.25,23.6,18.9,48.6,91.1,4.1,4.8,5.065,0.480385852090032,0.479742765273312,0.000643086816720206
"EC_094_INC-W4","EC_094","INC-W4",244.2,6.33,20.1,-131.252,-423.25,"1.628","0.505",7.48,7.48,15.62,50.37,43.54,122.77,23.6,18.9,48.6,91.1,4.1,4.8,5.065,0.47887323943662,0.47887323943662,0
"EC_094_INC-W5","EC_094","INC-W5",243.9,6.33,20.4,-122.395,-395.66,"1.583","0.49",7.46,7.46,15.56,50.3,23.61,76.08,23.6,18.9,48.6,91.1,4.1,4.8,5.065,0.479434447300771,0.479434447300771,0
"EC_095_INC-D1","EC_095","INC-D1",369.9,5.42,19.5,-3.316,-14.018,"0.158","0.037",7.57,3.41,12.45,52.63,70.35,384.57,45.2,16.1,4.2,65.5,1.8,32.7,12.832,0.608032128514056,0.273895582329317,0.334136546184739
"EC_095_INC-D2","EC_095","INC-D2",366.5,5.17,19.4,-1.59,-6.659,"SFE_Below_0.015_ppm_LOD|0.015_ppm_Raw_Not_Corrected|0.061_ppm_Final_Corrected","SFE_Below_0.015_ppm_LOD|0.015_ppm_Raw_Not_Corrected|0.015_ppm_Final_Corrected",7.55,2.84,12.4,51.93,57.6,417.78,45.2,16.1,4.2,65.5,1.8,32.7,12.832,0.608870967741935,0.229032258064516,0.379838709677419
