"","Sample_Name","Sample_ID","Respiration_Rate_mg_DO_per_L_per_H","Respiration_Rate_mg_DO_per_kg_per_H","Fe_mg_per_L","Fe_mg_per_kg","Percent_Fine_Sand","Percent_Med_Sand","Percent_Coarse_Sand","Percent_Tot_Sand","Percent_Clay","Percent_Silt","average_ssa","SpC","Temp","pH","Initial_Water_mass_g","Final_Water_mass_g","Dry_Sediment_Mass_g"
"132","EC_032_INC-D2","EC_032",-260.814,-1465.527,3.38263731465265,19.0070842655708,"6.6","1.1","1.1","8.8","20.6","70.6",95.555,616.1,20.2,7.35,10.14,6.18,9.73
"133","EC_032_INC-D3","EC_032",-185.851,-1035.79,2.86444522504206,15.9640992649057,"6.6","1.1","1.1","8.8","20.6","70.6",95.555,669.4,19.6,7.45,10.23,6.16,9.81
"134","EC_032_INC-D4","EC_032",-238.136,-1323.14,3.5645135868701,19.8051474933891,"6.6","1.1","1.1","8.8","20.6","70.6",95.555,642.1,19.5,7.51,10.25,7.35,9.84
"135","EC_032_INC-D5","EC_032",-132.501,-706.758,3.2175606593953,17.162311603036,"6.6","1.1","1.1","8.8","20.6","70.6",95.555,677.4,19.9,7.76,10.68,5.43,10.25
"136","EC_032_INC-W1","EC_032",-265.923,-1485.077,0.318454687854091,1.77843443810487,"6.6","1.1","1.1","8.8","20.6","70.6",95.555,603.7,19.8,6.74,14.22,14.2,9.79
"137","EC_032_INC-W2","EC_032",-267.866,-1502.065,0.318051464358337,1.7834695088065,"6.6","1.1","1.1","8.8","20.6","70.6",95.555,590.3,20.3,6.94,14.12,14.12,9.75
"138","EC_032_INC-W3","EC_032",-266.952,-1463.908,0.286020385978995,1.5684646502136,"6.6","1.1","1.1","8.8","20.6","70.6",95.555,589.5,19.9,7,14.38,14.37,9.97
"139","EC_032_INC-W4","EC_032",-265,-1444.51,2.77220178127651,15.1111254225056,"6.6","1.1","1.1","8.8","20.6","70.6",95.555,607.1,20.3,7.22,14.43,14.43,10.03
"140","EC_032_INC-W5","EC_032",-269.748,-1476.279,2.0435756263609,11.18402504705,"6.6","1.1","1.1","8.8","20.6","70.6",95.555,601.5,20.2,7.3,14.45,14.44,9.99
"141","EC_033_INC-D1","EC_033",0,0,0.0318366522943801,0.1008961578059,"0.8","6.2","92.1","99.1","0.9","0",5.349,1181,20.9,7.62,4.05,2.22,15.9
"142","EC_033_INC-D2","EC_033",0,0,0.0357539970930233,0.11260274459484,"0.8","6.2","92.1","99.1","0.9","0",5.349,1157,20.6,7.57,4.07,2.16,16
"143","EC_033_INC-D3","EC_033",0,0,NA,NA,"0.8","6.2","92.1","99.1","0.9","0",5.349,1176,20.9,7.36,4.06,2.22,15.97
"144","EC_033_INC-D4","EC_033",-0.18,-0.568,NA,NA,"0.8","6.2","92.1","99.1","0.9","0",5.349,1169,20.8,7.62,4.07,2.31,15.97
"145","EC_033_INC-D5","EC_033",0,0,0.0314853789144135,0.0997829083960565,"0.8","6.2","92.1","99.1","0.9","0",5.349,1189,20.9,7.66,4.05,1.79,15.9
"146","EC_033_INC-W1","EC_033",-0.034,-0.108,NA,NA,"0.8","6.2","92.1","99.1","0.9","0",5.349,1155,20.8,7.7,9.2,9.2,15.89
"147","EC_033_INC-W2","EC_033",0,0,NA,NA,"0.8","6.2","92.1","99.1","0.9","0",5.349,1131,21,7.67,9.43,9.08,16.08
"148","EC_033_INC-W3","EC_033",0,0,0.0328088654534453,0.103977278628875,"0.8","6.2","92.1","99.1","0.9","0",5.349,1144,20.8,7.46,9.21,9.21,15.9
"149","EC_033_INC-W4","EC_033",0,0,NA,NA,"0.8","6.2","92.1","99.1","0.9","0",5.349,1140,20.8,7.68,9.28,9.28,16.11
"150","EC_033_INC-W5","EC_033",0,0,NA,NA,"0.8","6.2","92.1","99.1","0.9","0",5.349,1137,20.7,7.63,9.13,9.79,15.83
"151","EC_034_INC-D1","EC_034",-1.368,-4.765,0.185095993043012,0.64466969530978,"80.7","4","0.6","85.3","3.4","11.3",14.807,494.9,20.9,6.5,5.24,3.39,14.79
"152","EC_034_INC-D2","EC_034",-1.323,-4.602,0.204245239963741,0.710403835314803,"80.7","4","0.6","85.3","3.4","11.3",14.807,500.8,21.7,6.45,5.25,3.42,14.81
"153","EC_034_INC-D3","EC_034",-1.093,-3.815,0.20087980631874,0.701065080155214,"80.7","4","0.6","85.3","3.4","11.3",14.807,479.3,20.7,6.3,5.23,3.16,14.76
"154","EC_034_INC-D4","EC_034",-1.113,-3.903,0.211786741588066,0.74265205123788,"80.7","4","0.6","85.3","3.4","11.3",14.807,489,21.7,6.85,5.21,2.86,14.69
"155","EC_034_INC-D5","EC_034",-1.866,-6.499,0.255010853298959,0.888175731922648,"80.7","4","0.6","85.3","3.4","11.3",14.807,481.6,20.6,7.22,5.24,3.08,14.79
"156","EC_034_INC-W1","EC_034",-224.555,-779.465,0.452813152864826,1.57178646431084,"80.7","4","0.6","85.3","3.4","11.3",14.807,415.5,21.9,6.7,8.27,8.27,14.84
"157","EC_034_INC-W2","EC_034",-258.728,-901.731,0.500847335200249,1.74557834444081,"80.7","4","0.6","85.3","3.4","11.3",14.807,409.6,21.8,6.57,8.25,8.25,14.78
"158","EC_034_INC-W3","EC_034",-206.353,-719.678,0.162925405780139,0.568220277762119,"80.7","4","0.6","85.3","3.4","11.3",14.807,419.5,21.7,6.45,8.21,8.2,14.77
"159","EC_034_INC-W4","EC_034",-252.83,-875.253,0.522775972976106,1.80976047849094,"80.7","4","0.6","85.3","3.4","11.3",14.807,423,21.7,6.42,8.23,8.23,14.88
"160","EC_034_INC-W5","EC_034",-243.593,-851.864,0.383389063244647,1.34074252721373,"80.7","4","0.6","85.3","3.4","11.3",14.807,403.4,21.1,6.42,8.19,8.19,14.73
"161","EC_035_INC-D1","EC_035",-265.215,-1800.585,0.319056429746189,2.16610386896673,"28.4","62.3","3.5","94.2","2.5","3.3",17.1256666666667,279.8,20.1,7.14,12.46,13.56,7.61
"162","EC_035_INC-D2","EC_035",-268.682,-1841.057,0.349510001342463,2.39488517498121,"28.4","62.3","3.5","94.2","2.5","3.3",17.1256666666667,261.7,19.8,7.06,12.34,10.49,7.54
"163","EC_035_INC-D3","EC_035",-117.402,-794.971,0.1249891187156,0.846338508314739,"28.4","62.3","3.5","94.2","2.5","3.3",17.1256666666667,254.5,20,7.16,12.49,8.51,7.63
"164","EC_035_INC-D4","EC_035",-269.861,-1834.538,0.169515073686265,1.15236793184222,"28.4","62.3","3.5","94.2","2.5","3.3",17.1256666666667,274.9,19.9,7.09,12.42,9.69,7.6
"165","EC_035_INC-D5","EC_035",-262.968,-1785.329,0.509980617271091,3.46230599097384,"28.4","62.3","3.5","94.2","2.5","3.3",17.1256666666667,274.9,18.8,6.86,12.45,9.73,7.61
"166","EC_035_INC-W1","EC_035",-268.417,-1822.324,0.472643531976744,3.20882103542424,"28.4","62.3","3.5","94.2","2.5","3.3",17.1256666666667,296.4,20.1,7.53,15.43,15.43,7.61
"167","EC_035_INC-W2","EC_035",-274.839,-1863.475,0.386135537790698,2.61806988975806,"28.4","62.3","3.5","94.2","2.5","3.3",17.1256666666667,282.8,20,7.11,15.46,15.46,7.62
"168","EC_035_INC-W3","EC_035",-264.923,-1800.969,0.249947857828739,1.69915211509497,"28.4","62.3","3.5","94.2","2.5","3.3",17.1256666666667,272.9,19.9,7.14,15.37,15.37,7.6
"169","EC_035_INC-W4","EC_035",-276.469,-1872.07,0.46992648269117,3.18201202204971,"28.4","62.3","3.5","94.2","2.5","3.3",17.1256666666667,283.5,20.1,7.07,15.43,15.43,7.63
"170","EC_035_INC-W5","EC_035",-270.133,-1833.974,0.312917877906977,2.12442866781392,"28.4","62.3","3.5","94.2","2.5","3.3",17.1256666666667,285.5,19.9,7.03,15.42,15.42,7.61
"171","EC_037_INC-D1","EC_037",-2.084,-6.105,NA,NA,"3.7","4.7","89.3","97.7","2.3","0",5.7255,361.1,21.1,6.34,2.71,1.07,17.2
"172","EC_037_INC-D2","EC_037",-1.616,-4.709,0.0505903347719038,0.14742298595417,"3.7","4.7","89.3","97.7","2.3","0",5.7255,358.6,21.4,6.28,2.73,1.1,17.29
"173","EC_037_INC-D3","EC_037",-1.517,-4.408,NA,NA,"3.7","4.7","89.3","97.7","2.3","0",5.7255,363.8,20.9,6.72,2.74,0.83,17.34
"174","EC_037_INC-D4","EC_037",-0.469,-1.36,0.0396151024267529,0.114908884321791,"3.7","4.7","89.3","97.7","2.3","0",5.7255,367.1,21.2,6.57,2.74,1.03,17.37
"175","EC_037_INC-D5","EC_037",-0.558,-1.636,0.0529297689191417,0.155227792620607,"3.7","4.7","89.3","97.7","2.3","0",5.7255,366.9,20.8,6.69,2.71,0.91,17.18
"176","EC_037_INC-W1","EC_037",-1.867,-5.409,0.0894776710968871,0.259243414637467,"3.7","4.7","89.3","97.7","2.3","0",5.7255,361.3,20.7,7.01,7.62,7.62,17.39
"177","EC_037_INC-W2","EC_037",-1.771,-5.116,0.0450080062465545,0.130027717128808,"3.7","4.7","89.3","97.7","2.3","0",5.7255,353,21,6.61,7.68,7.68,17.44
"178","EC_037_INC-W3","EC_037",-4.405,-12.941,0.0623814656769052,0.183266925169982,"3.7","4.7","89.3","97.7","2.3","0",5.7255,352.2,21.2,6.86,7.67,7.67,17.15
"179","EC_037_INC-W4","EC_037",-1.943,-5.588,0.0790106623610471,0.227218790662043,"3.7","4.7","89.3","97.7","2.3","0",5.7255,351,20.7,6.63,7.77,7.77,17.52
"180","EC_037_INC-W5","EC_037",-4.434,-12.65,0.0710008840916655,0.202565602722224,"3.7","4.7","89.3","97.7","2.3","0",5.7255,361.3,20.1,6.43,7.8,7.8,17.66
"181","EC_038_INC-D1","EC_038",-0.449,-1.39,0.12267791703909,0.379827679622316,"5.2","12.1","80.5","97.8","2.2","0",6.034,162.1,20.9,6.48,3.79,2.31,16.31
"182","EC_038_INC-D2","EC_038",-0.335,-1.034,0.138661709052714,0.428003605363321,"5.2","12.1","80.5","97.8","2.2","0",6.034,153.6,20.8,6.84,3.81,1.82,16.36
"183","EC_038_INC-D3","EC_038",-0.209,-0.66,0.175320182035622,0.553678458563779,"5.2","12.1","80.5","97.8","2.2","0",6.034,148.3,20.9,6.88,3.72,1.98,15.99
"184","EC_038_INC-D4","EC_038",-0.242,-0.745,0.163584525492724,0.503700693190949,"5.2","12.1","80.5","97.8","2.2","0",6.034,171.5,20.1,6.52,3.82,1.94,16.4
"185","EC_038_INC-D5","EC_038",-0.372,-1.168,0.164608058852292,0.516617635545247,"5.2","12.1","80.5","97.8","2.2","0",6.034,163.5,21.3,6.53,3.74,1.97,16.09
"186","EC_038_INC-W1","EC_038",-5.415,-16.714,0.151249001554767,0.466856484138915,"5.2","12.1","80.5","97.8","2.2","0",6.034,148.4,20.9,6.65,8.85,8.85,16.36
"187","EC_038_INC-W2","EC_038",-14.654,-45.992,0.176631540697674,0.554352985839102,"5.2","12.1","80.5","97.8","2.2","0",6.034,157.9,20.9,6.93,8.74,8.74,16.09
"188","EC_038_INC-W3","EC_038",-5.403,-16.821,0.149068101636968,0.464096238992825,"5.2","12.1","80.5","97.8","2.2","0",6.034,141.3,20.9,7.01,8.76,8.76,16.22
"189","EC_038_INC-W4","EC_038",-12.213,-38.33,0.155165086021524,0.486981138217212,"5.2","12.1","80.5","97.8","2.2","0",6.034,146.1,21.3,6.57,8.75,8.75,16.09
"190","EC_038_INC-W5","EC_038",-109.76,-342.565,0.219654771212495,0.685545527607453,"5.2","12.1","80.5","97.8","2.2","0",6.034,139.9,20.9,6.75,8.77,8.77,16.18
"191","EC_039_INC-D1","EC_039",0,0,0.0398619186046512,0.130559386187912,"3.7","25.3","67.9","96.9","3.1","0",5.336,527.9,20.6,7.74,4.59,1.95,15.46
"192","EC_039_INC-D2","EC_039",0,0,0.0340536145560149,0.112408006952958,"3.7","25.3","67.9","96.9","3.1","0",5.336,525.6,20.6,7.74,4.56,2.71,15.34
"193","EC_039_INC-D3","EC_039",0,0,0.0361993455285377,0.118486752435878,"3.7","25.3","67.9","96.9","3.1","0",5.336,521.5,20.4,7.46,4.59,2.73,15.47
"194","EC_039_INC-D4","EC_039",0,0,0.0340536145560149,0.106836358529019,"3.7","25.3","67.9","96.9","3.1","0",5.336,532.9,20.3,7.69,4.79,2.6,16.14
"195","EC_039_INC-D5","EC_039",0,0,NA,NA,"3.7","25.3","67.9","96.9","3.1","0",5.336,524.5,20.3,7.32,4.59,2.6,15.45
"196","EC_039_INC-W1","EC_039",-0.658,-2.134,0.034406555724762,0.111608607026204,"3.7","25.3","67.9","96.9","3.1","0",5.336,514.7,20.5,7.04,6.61,6.61,15.61
"197","EC_039_INC-W2","EC_039",-8.443,-27.87,0.0382412099391031,0.126230893512153,"3.7","25.3","67.9","96.9","3.1","0",5.336,506.2,20.5,7.16,6.54,6.54,15.34
"198","EC_039_INC-W3","EC_039",-0.418,-1.372,NA,NA,"3.7","25.3","67.9","96.9","3.1","0",5.336,499.9,20.2,7.45,6.55,6.55,15.43
"199","EC_039_INC-W4","EC_039",-0.526,-1.716,NA,NA,"3.7","25.3","67.9","96.9","3.1","0",5.336,512.2,20.2,7.47,6.61,6.61,15.52
"200","EC_039_INC-W5","EC_039",-10.591,-34.577,0.041502176414934,0.135493501286047,"3.7","25.3","67.9","96.9","3.1","0",5.336,486.8,20.4,7.61,6.61,6.61,15.51
"201","EC_040_INC-D1","EC_040",-0.791,-3.02,3.34468056923531,12.7697266750876,"35.7","1.8","3.8","41.3","17.7","41",68.869,528.2,20.1,7.52,6.44,2.58,13.95
"202","EC_040_INC-D2","EC_040",-0.273,-1.045,0.567850654069767,2.17268145371809,"35.7","1.8","3.8","41.3","17.7","41",68.869,534.3,19.7,7.35,6.43,2.22,13.92
"203","EC_040_INC-D3","EC_040",-0.247,-0.946,0.581842849020001,2.22942087329534,"35.7","1.8","3.8","41.3","17.7","41",68.869,544,20.1,7.27,6.42,2.46,13.9
"204","EC_040_INC-D4","EC_040",-0.279,-1.067,2.59198509236944,9.91020287290715,"35.7","1.8","3.8","41.3","17.7","41",68.869,542.2,19.9,7.5,6.43,2.57,13.93
"205","EC_040_INC-D5","EC_040",-0.441,-1.711,1.51368044911383,5.87171308957046,"35.7","1.8","3.8","41.3","17.7","41",68.869,526,19.9,7.54,6.34,2.45,13.73
"206","EC_040_INC-W1","EC_040",-208.29,-807.97,3.33202832076287,12.9252606237313,"35.7","1.8","3.8","41.3","17.7","41",68.869,486.1,20,7.45,9.12,9.12,13.73
"207","EC_040_INC-W2","EC_040",-246.264,-945.632,3.4260950376667,13.1560073328139,"35.7","1.8","3.8","41.3","17.7","41",68.869,502.3,19.9,7.17,8.98,8.98,13.87
"208","EC_040_INC-W3","EC_040",-233.337,-903.156,1.33447651125691,5.1652775428447,"35.7","1.8","3.8","41.3","17.7","41",68.869,479.2,19.9,7.3,9.16,9.16,13.76
"209","EC_040_INC-W4","EC_040",-256.415,-993.926,3.69116024121149,14.3079471940993,"35.7","1.8","3.8","41.3","17.7","41",68.869,499.9,20.3,7.28,9.15,9.14,13.74
"210","EC_040_INC-W5","EC_040",-169.462,-653.546,3.83488946753381,14.7897330225091,"35.7","1.8","3.8","41.3","17.7","41",68.869,494.8,20.2,7.35,9.23,9.23,13.81
"211","EC_041_INC-D1","EC_041",-6.566,-24.336,0.115873190077233,0.429472931431818,"7.2","31.9","55","94.1","4.1","1.8",11.21,234.7,20.3,7.39,6.27,4.21,13.74
"212","EC_041_INC-D2","EC_041",-0.838,-3.092,0.0512783944775773,0.189232138925007,"7.2","31.9","55","94.1","4.1","1.8",11.21,217.8,20.7,7.52,6.29,2.55,13.8
"213","EC_041_INC-D3","EC_041",-6.963,-25.733,0.115094405112624,0.425348162174563,"7.2","31.9","55","94.1","4.1","1.8",11.21,231.5,20.5,7.35,6.29,4.15,13.78
"214","EC_041_INC-D4","EC_041",-4.031,-14.962,0.116615388621854,0.432853883451644,"7.2","31.9","55","94.1","4.1","1.8",11.21,225.5,20.7,7.4,6.25,3.41,13.72
"215","EC_041_INC-D5","EC_041",-0.66,-2.446,0.0755788999353715,0.280125986761916,"7.2","31.9","55","94.1","4.1","1.8",11.21,227.3,20.5,7.12,6.26,3.3,13.74
"216","EC_041_INC-W1","EC_041",-142.104,-525.167,0.12420772292461,0.459027757449834,"7.2","31.9","55","94.1","4.1","1.8",11.21,258.6,20,7.44,9.76,9.76,13.78
"217","EC_041_INC-W2","EC_041",-157.769,-582.637,0.111766293023741,0.412749110843148,"7.2","31.9","55","94.1","4.1","1.8",11.21,249.9,20.7,7.23,9.76,9.76,13.79
"218","EC_041_INC-W3","EC_041",-133.324,-494.154,0.14218317666037,0.526988388253712,"7.2","31.9","55","94.1","4.1","1.8",11.21,254.2,19.9,7.23,9.5,9.5,13.74
"219","EC_041_INC-W4","EC_041",-96.174,-355.684,0.0972642381424001,0.359715220888879,"7.2","31.9","55","94.1","4.1","1.8",11.21,214.6,20.3,7.38,10.03,10.03,13.77
"220","EC_041_INC-W5","EC_041",-105.325,-389.245,0.0985023839873628,0.36402992793472,"7.2","31.9","55","94.1","4.1","1.8",11.21,236,20.4,7.23,10.3,10.31,13.78
"221","EC_042_INC-D1","EC_042",-0.183,-0.635,0.0625763081395349,0.217055411881397,"6.4","11.3","77","94.7","1.3","4",7.17733333333333,126,20.3,7.47,5.47,3.72,14.61
"222","EC_042_INC-D2","EC_042",-0.393,-1.369,0.058932857714362,0.205260510679775,"6.4","11.3","77","94.7","1.3","4",7.17733333333333,110.6,20.2,7.42,5.44,3.63,14.55
"223","EC_042_INC-D3","EC_042",-0.481,-1.681,0.0330302864737805,0.115439712250467,"6.4","11.3","77","94.7","1.3","4",7.17733333333333,117.6,19.8,7.4,5.43,3.64,14.5
"224","EC_042_INC-D4","EC_042",-5.319,-18.564,0.0521830373111161,0.1821267067366,"6.4","11.3","77","94.7","1.3","4",7.17733333333333,120.4,20.7,7.39,5.44,3.52,14.52
"225","EC_042_INC-D5","EC_042",-0.37,-1.29,NA,NA,"6.4","11.3","77","94.7","1.3","4",7.17733333333333,112.2,20.2,7.36,5.44,3.92,14.53
"226","EC_042_INC-W1","EC_042",-9.132,-31.763,0.0685576896392008,0.238455596283169,"6.4","11.3","77","94.7","1.3","4",7.17733333333333,113.5,20.2,7.24,8.42,8.42,14.57
"227","EC_042_INC-W2","EC_042",-3.199,-11.096,NA,NA,"6.4","11.3","77","94.7","1.3","4",7.17733333333333,113.7,20.5,7.46,8.46,8.46,14.61
"228","EC_042_INC-W3","EC_042",-3.291,-11.502,NA,NA,"6.4","11.3","77","94.7","1.3","4",7.17733333333333,114.2,20.3,7.41,8.4,8.4,14.5
"229","EC_042_INC-W4","EC_042",-2.763,-9.584,0.0394089905679308,0.136696058522315,"6.4","11.3","77","94.7","1.3","4",7.17733333333333,115.9,20.5,7.11,8.45,8.45,14.61
"230","EC_042_INC-W5","EC_042",-3.115,-10.827,0.0547452623312738,0.190282967020711,"6.4","11.3","77","94.7","1.3","4",7.17733333333333,114.3,20.3,7.06,8.45,8.45,14.58
"231","EC_044_INC-D1","EC_044",0,0,NA,NA,"12","23.3","59.7","95","2.6","2.4",9.6572,129.4,20.7,5.7,3.53,1.2,16.42
"232","EC_044_INC-D2","EC_044",0,0,0.0321904151853349,0.0997549776611721,"12","23.3","59.7","95","2.6","2.4",9.6572,125.4,20.7,5.42,3.53,1.18,16.41
"233","EC_044_INC-D3","EC_044",0,0,0.0550853924418605,0.169979214917836,"12","23.3","59.7","95","2.6","2.4",9.6572,129.6,20.9,5.29,3.54,1.22,16.48
"234","EC_044_INC-D4","EC_044",0,0,0.0419096588890016,0.128931148426037,"12","23.3","59.7","95","2.6","2.4",9.6572,42.01,20.9,5.44,3.55,1.19,16.53
"235","EC_044_INC-D5","EC_044",-0.042,-0.129,0.0485029860849272,0.149486203113746,"12","23.3","59.7","95","2.6","2.4",9.6572,39.58,20.7,5.63,3.54,1.13,16.5
"236","EC_044_INC-W1","EC_044",-2.498,-7.689,0.0689724068837551,0.212315605766319,"12","23.3","59.7","95","2.6","2.4",9.6572,131.7,19.8,7.18,7.07,7.07,16.52
"237","EC_044_INC-W2","EC_044",-1.016,-3.145,0.0656510885578655,0.203198710068967,"12","23.3","59.7","95","2.6","2.4",9.6572,121.7,20.7,6.21,7.04,7.04,16.43
"238","EC_044_INC-W3","EC_044",-5.858,-18.131,0.0734662769850795,0.227387740932578,"12","23.3","59.7","95","2.6","2.4",9.6572,120.6,20.1,5.92,7.05,7.05,16.43
"239","EC_044_INC-W4","EC_044",-9.288,-28.66,0.0796888415047442,0.245899068995192,"12","23.3","59.7","95","2.6","2.4",9.6572,122.4,20.7,5.88,7.05,7.05,16.48
"240","EC_044_INC-W5","EC_044",-3.858,-11.934,0.0615640613672967,0.190432920481213,"12","23.3","59.7","95","2.6","2.4",9.6572,123.3,20.9,5.98,7.04,7.04,16.44
"241","EC_051_INC-D1","EC_051",-2.553,-8.996,0.167883614852446,0.591548203640208,"6","6.6","72","84.6","4.3","11.1",64.1443333333333,37.3,21.2,7.45,5.31,3.48,14.77
"242","EC_051_INC-D2","EC_051",-13.03,-46.005,0.075968887497094,0.268225835278919,"6","6.6","72","84.6","4.3","11.1",64.1443333333333,43.55,21.2,7.61,5.3,3.55,14.74
"243","EC_051_INC-D3","EC_051",-0.202,-0.715,0.126570878354961,0.447799335297569,"6","6.6","72","84.6","4.3","11.1",64.1443333333333,43.6,21.2,7.23,5.29,3.37,14.71
"244","EC_051_INC-D4","EC_051",-0.241,-0.85,0.162994533610141,0.575099966960851,"6","6.6","72","84.6","4.3","11.1",64.1443333333333,41.98,21.2,7.23,5.31,3.3,14.75
"245","EC_051_INC-D5","EC_051",-0.141,-0.499,0.143927116765147,0.508858623492429,"6","6.6","72","84.6","4.3","11.1",64.1443333333333,40.67,21.1,7.2,5.3,3.44,14.72
"246","EC_051_INC-W1","EC_051",-1.433,-5.059,0.216285519151275,0.763646355033231,"6","6.6","72","84.6","4.3","11.1",64.1443333333333,53.91,20.7,7.6,9.35,9.35,14.74
"247","EC_051_INC-W2","EC_051",-0.71,-2.503,0.185728761386864,0.654870049380525,"6","6.6","72","84.6","4.3","11.1",64.1443333333333,45.19,20.9,7.59,9.28,9.28,14.76
"248","EC_051_INC-W3","EC_051",-0.672,-2.381,0.165194620169178,0.585243268717803,"6","6.6","72","84.6","4.3","11.1",64.1443333333333,44.63,20.8,7.75,9.29,9.29,14.69
"249","EC_051_INC-W4","EC_051",-1.589,-5.606,0.171794879846291,0.606150571650205,"6","6.6","72","84.6","4.3","11.1",64.1443333333333,40.23,20.9,7.47,9.31,9.31,14.75
"250","EC_051_INC-W5","EC_051",-8.997,-31.744,0.230463854753963,0.813154602912575,"6","6.6","72","84.6","4.3","11.1",64.1443333333333,39.76,21.1,7.19,9.3,9.3,14.75
"251","EC_052_INC-D1","EC_052",-3.74,-16.038,0.311718287836939,1.33675108231403,"11.7","12.2","49.7","73.6","3.3","23.1",78.826,61.2,21,6.34,7.73,5.69,12.34
"252","EC_052_INC-D2","EC_052",-0.743,-3.181,0.193467190480065,0.828308801442076,"11.7","12.2","49.7","73.6","3.3","23.1",78.826,41.62,20.6,6.59,7.74,5.13,12.36
"253","EC_052_INC-D3","EC_052",-3.912,-16.789,0.276404628544136,1.18627576101367,"11.7","12.2","49.7","73.6","3.3","23.1",78.826,47.12,20.8,6.5,7.71,5.21,12.33
"254","EC_052_INC-D4","EC_052",-6.731,-28.935,0.151819834331305,0.652640291888221,"11.7","12.2","49.7","73.6","3.3","23.1",78.826,41.82,20.9,6.65,7.7,4.8,12.31
"255","EC_052_INC-D5","EC_052",-3.155,-13.596,0.219026769250841,0.943848418177199,"11.7","12.2","49.7","73.6","3.3","23.1",78.826,45.57,20.1,6.3,7.69,5.25,12.28
"256","EC_052_INC-W1","EC_052",-4.521,-19.435,0.510741743735971,2.19556714825509,"11.7","12.2","49.7","73.6","3.3","23.1",78.826,63.11,20.1,7.24,10.71,10.71,12.31
"257","EC_052_INC-W2","EC_052",-9.522,-40.966,0.278093524566759,1.19643521406697,"11.7","12.2","49.7","73.6","3.3","23.1",78.826,54.42,20.8,6.61,10.67,10.67,12.3
"258","EC_052_INC-W3","EC_052",-6.74,-28.903,0.317077298392718,1.35973229143808,"11.7","12.2","49.7","73.6","3.3","23.1",78.826,53.87,21.2,6.61,10.72,10.72,12.34
"259","EC_052_INC-W4","EC_052",-4.736,-20.392,0.331394373365537,1.42691028883299,"11.7","12.2","49.7","73.6","3.3","23.1",78.826,53.65,21.2,6.6,10.68,10.68,12.29
"260","EC_052_INC-W5","EC_052",-5.045,-21.617,0.283609594224658,1.21522692365833,"11.7","12.2","49.7","73.6","3.3","23.1",78.826,54.7,20.2,6.63,10.72,10.72,12.35
"261","EC_053_INC-D1","EC_053",-0.472,-1.744,0.0762133415592093,0.281631683826739,"5.3","5.1","75.2","85.6","4.6","9.8",66.2013333333333,34.22,20.4,5.73,6.19,4.46,13.85
"262","EC_053_INC-D2","EC_053",-0.469,-1.746,0.0664351790745973,0.247302547033483,"5.3","5.1","75.2","85.6","4.6","9.8",66.2013333333333,35.58,20.6,5.43,6.16,4.01,13.8
"263","EC_053_INC-D3","EC_053",-0.345,-1.244,0.0422342269251827,0.152300108680239,"5.3","5.1","75.2","85.6","4.6","9.8",66.2013333333333,34.53,20.4,5.57,6.17,4.21,13.81
"264","EC_053_INC-D4","EC_053",-0.527,-1.971,0.0696130818820962,0.260371007559009,"5.3","5.1","75.2","85.6","4.6","9.8",66.2013333333333,34.37,20.4,5.64,6.2,4.05,13.86
"265","EC_053_INC-D5","EC_053",-0.355,-1.34,0.0808579687394,0.305132132213253,"5.3","5.1","75.2","85.6","4.6","9.8",66.2013333333333,34.46,20.4,5.73,6.18,4.34,13.83
"266","EC_053_INC-W1","EC_053",-0.726,-2.691,0.10530337495093,0.390246394597775,"5.3","5.1","75.2","85.6","4.6","9.8",66.2013333333333,41.3,20.5,6.35,9.19,9.18,13.84
"267","EC_053_INC-W2","EC_053",-2.559,-9.542,0.0837914174847836,0.312456981432389,"5.3","5.1","75.2","85.6","4.6","9.8",66.2013333333333,38.88,20.4,6.59,9.2,9.19,13.8
"268","EC_053_INC-W3","EC_053",-0.724,-2.702,0.0803690606151694,0.2999592001831,"5.3","5.1","75.2","85.6","4.6","9.8",66.2013333333333,37.74,20.6,6.07,9.18,9.17,13.82
"269","EC_053_INC-W4","EC_053",-1.349,-4.994,0.0769467037455552,0.284858251744909,"5.3","5.1","75.2","85.6","4.6","9.8",66.2013333333333,35.75,20.8,5.75,9.2,9.22,13.86
"270","EC_053_INC-W5","EC_053",-1.236,-4.493,0.0872137743543977,0.317003110262072,"5.3","5.1","75.2","85.6","4.6","9.8",66.2013333333333,37.27,20.7,5.62,9.16,9.16,13.8
"271","EC_056_INC-D1","EC_056",0,0,NA,NA,"3","25.3","70.2","98.5","1.5","0",2.183,20.85,20.9,7.12,2.89,0.61,17.09
"272","EC_056_INC-D2","EC_056",0,0,NA,NA,"3","25.3","70.2","98.5","1.5","0",2.183,15.05,20.4,6.03,2.9,0.34,17.18
"273","EC_056_INC-D3","EC_056",0,0,NA,NA,"3","25.3","70.2","98.5","1.5","0",2.183,16.68,20.2,5.94,2.89,0.43,17.07
"274","EC_056_INC-D4","EC_056",0,0,0.0398619186046512,0.117978683729775,"3","25.3","70.2","98.5","1.5","0",2.183,21.28,20.6,5.27,2.89,0.57,17.09
"275","EC_056_INC-D5","EC_056",0,0,NA,NA,"3","25.3","70.2","98.5","1.5","0",2.183,18.72,20.7,5.42,2.9,0.69,17.19
"276","EC_056_INC-W1","EC_056",0,0,NA,NA,"3","25.3","70.2","98.5","1.5","0",2.183,20.42,21,5.33,6.92,6.92,17.03
